train_number,train_name,from_station_name,to_station_name,distance_km,district,dfsi,historical_flood_events,flood_proneness
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Sant Ravi Das Nagar,,,
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Varanasi,17.20928123007672,55.0,Very High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Jaunpur,16.67693934713436,47.0,Very High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Tikamgarh,10.89427204404565,13.0,Moderate
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Jhansi,15.684866276313064,25.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Datia,11.492406961849484,12.0,Moderate
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Gwalior,13.086771542139497,21.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Rewa,14.768595828074591,21.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Chhatarpur,12.460824774657857,17.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Chitrakoot,14.4798686527041,29.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Allahabad,,,
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Mahoba,12.917103678722318,26.0,High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Banda,16.059900808320847,34.0,Very High
11108,Varanasi-Gwalior Bundelkhand Express,VARANASI JN,GWALIOR JN,624.0,Kaushambi,14.462724521248196,32.0,High
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Jhansi,15.684866276313064,25.0,High
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Jalaun,16.4785904772343,33.0,Very High
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Kanpur,,,
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Unnao,16.230177745178764,45.0,Very High
11109,Jhansi-Lucknow Intercity Express,JHANSI JN,LUCKNOW,292.0,Lucknow,16.858658560379418,52.0,Very High
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Jhansi,15.684866276313064,25.0,High
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Jalaun,16.4785904772343,33.0,Very High
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Kanpur,,,
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Unnao,16.230177745178764,45.0,Very High
11110,Lucknow-Jhansi InterCity,LUCKNOW,JHANSI JN,292.0,Lucknow,16.858658560379418,52.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Begusarai,17.41078092869951,50.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Vaishali,16.699429152017437,45.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Saran,17.163889217193876,52.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Samastipur,17.76199430185416,57.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Siwan,15.941828102345882,45.0,High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Muzaffarpur,18.28701590256185,63.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Deoria,17.491668267861357,56.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Gorakhpur,18.30257560143651,64.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Sant Kabir Nagar,14.638923672830568,31.0,High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Basti,17.214701565903344,56.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Jhansi,15.684866276313064,25.0,High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Datia,11.492406961849484,12.0,Moderate
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Gwalior,13.086771542139497,21.0,High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Jalaun,16.4785904772343,33.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Kanpur,,,
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Unnao,16.230177745178764,45.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Lucknow,16.858658560379418,52.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Bara Banki,17.20010241203816,71.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Gonda,16.927312735081465,71.0,Very High
11123,Barauni-Gwalior Mail,BARAUNI JN,GWALIOR JN,1055.0,Bahraich,18.077352963427945,72.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Begusarai,17.41078092869951,50.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Vaishali,16.699429152017437,45.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Saran,17.163889217193876,52.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Samastipur,17.76199430185416,57.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Siwan,15.941828102345882,45.0,High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Muzaffarpur,18.28701590256185,63.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Deoria,17.491668267861357,56.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Gorakhpur,18.30257560143651,64.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Sant Kabir Nagar,14.638923672830568,31.0,High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Basti,17.214701565903344,56.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Jhansi,15.684866276313064,25.0,High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Datia,11.492406961849484,12.0,Moderate
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Gwalior,13.086771542139497,21.0,High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Jalaun,16.4785904772343,33.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Kanpur,,,
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Unnao,16.230177745178764,45.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Lucknow,16.858658560379418,52.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Bara Banki,17.20010241203816,71.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Gonda,16.927312735081465,71.0,Very High
11124,Gwalior Barauni Mail,GWALIOR JN,BARAUNI JN,1055.0,Bahraich,18.077352963427945,72.0,Very High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Dewas,13.55760707742869,16.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Rajgarh,12.960728774648368,20.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Guna,13.740949040317725,19.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Shivpuri,11.667533409556553,14.0,Moderate
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Gwalior,13.086771542139497,21.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Indore,14.276474793430763,35.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Ujjain,14.028002398535865,25.0,High
11125,Indore Gwalior Express,INDORE JN BG,GWALIOR JN,562.0,Shajapur,10.84349368116641,13.0,Moderate
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Dewas,13.55760707742869,16.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Rajgarh,12.960728774648368,20.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Guna,13.740949040317725,19.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Shivpuri,11.667533409556553,14.0,Moderate
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Gwalior,13.086771542139497,21.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Indore,14.276474793430763,35.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Ujjain,14.028002398535865,25.0,High
11126,Gwalior Indore Express,GWALIOR JN,INDORE JN BG,562.0,Shajapur,10.84349368116641,13.0,Moderate
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Akola,15.578364230579806,67.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Wardha,15.93909113222713,70.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Nagpur,18.687113593311008,177.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Buldana,14.778399410216522,0.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Jalgaon,16.203766218047182,47.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Dhule,13.905379214570328,25.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Surat,17.686867251651705,47.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Nandurbar,14.135883571377343,22.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Bharuch,17.568946762319865,50.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Vadodara,15.994498844329868,37.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Anand,14.750432819149474,16.0,High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Ahmadabad,18.117122356772818,0.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Amravati,17.907707348841942,80.0,Very High
11454,Prerna Express,NAGPUR,AHMEDABAD JN,959.0,Kheda,15.780664183908018,26.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,North 24 Parganas,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Haora,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Kolkata,15.957336198809111,73.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Hugli,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Barddhaman,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Jamtara,9.108846380469975,3.0,Moderate
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Deoghar,10.195271519719046,4.0,Moderate
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Jamui,14.080780697205766,31.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Banka,15.16369520645247,35.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Mirzapur,16.08213687752855,47.0,Very High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Chandauli,14.75193730729792,25.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Lakhisarai,14.989151061334136,36.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Bhojpur,15.752007841506035,50.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Patna,19.30056410404208,71.0,Very High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Buxar,15.01252575840675,37.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Ghazipur,16.433974169994748,1.0,Very High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Jhansi,15.684866276313064,25.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Allahabad,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Kaushambi,14.462724521248196,32.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Fatehpur,15.880027904370005,48.0,High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Jalaun,16.4785904772343,33.0,Very High
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Kanpur,,,
11105,Pratham Swatantrata Sangram Express,KOLKATA CHITPUR,JHANSI JN,1326.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,North 24 Parganas,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Haora,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Kolkata,15.957336198809111,73.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Hugli,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Barddhaman,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Jamtara,9.108846380469975,3.0,Moderate
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Deoghar,10.195271519719046,4.0,Moderate
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Jamui,14.080780697205766,31.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Banka,15.16369520645247,35.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Mirzapur,16.08213687752855,47.0,Very High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Chandauli,14.75193730729792,25.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Lakhisarai,14.989151061334136,36.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Bhojpur,15.752007841506035,50.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Patna,19.30056410404208,71.0,Very High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Buxar,15.01252575840675,37.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Ghazipur,16.433974169994748,1.0,Very High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Jhansi,15.684866276313064,25.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Allahabad,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Kaushambi,14.462724521248196,32.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Fatehpur,15.880027904370005,48.0,High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Jalaun,16.4785904772343,33.0,Very High
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Kanpur,,,
11106,Pratham Swatantrata Sangram Express,JHANSI JN,KOLKATA CHITPUR,1326.0,Kanpur Dehat,16.056076897408293,0.0,Very High
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Surguja,10.750021653536365,6.0,Moderate
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Koriya,8.59284199242208,0.0,Moderate
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Anuppur,9.990783932578736,10.0,Moderate
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Jabalpur,14.46779199915463,31.0,High
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Shahdol,8.606111330127606,13.0,Moderate
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Umaria,8.24755174208456,13.0,Moderate
11266,AMBIKAPUR - JABALPUR Exp,AMBIKAPUR,JABALPUR,433.0,Katni,11.376302525668784,12.0,Moderate
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Adilabad,14.340837653964073,25.0,High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Nanded,17.5598713904459,66.0,Very High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Parbhani,16.906483978740717,52.0,Very High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Hingoli,11.971959816564476,32.0,Moderate
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Yavatmal,14.48260719028669,73.0,High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Chandrapur,16.530213646482306,64.0,Very High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Wardha,15.93909113222713,70.0,High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Nagpur,18.687113593311008,177.0,Very High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Greater Bombay,,,
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Thane,18.86178924193549,97.0,Very High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Nashik,15.8107558547062,86.0,High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Jalna,14.992897194017871,45.0,High
11401,Nandigram Express,MUMBAI CST,NAGPUR,1139.0,Aurangabad,18.255102457499184,89.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Adilabad,14.340837653964073,25.0,High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Nanded,17.5598713904459,66.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Parbhani,16.906483978740717,52.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Hingoli,11.971959816564476,32.0,Moderate
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Yavatmal,14.48260719028669,73.0,High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Chandrapur,16.530213646482306,64.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Wardha,15.93909113222713,70.0,High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Nagpur,18.687113593311008,177.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Greater Bombay,,,
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Thane,18.86178924193549,97.0,Very High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Nashik,15.8107558547062,86.0,High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Jalna,14.992897194017871,45.0,High
11402,Nandigram Express,NAGPUR,MUMBAI CST,1139.0,Aurangabad,18.255102457499184,89.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Latur,14.271939876754926,44.0,High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Parbhani,16.906483978740717,52.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Hingoli,11.971959816564476,32.0,Moderate
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Washim,10.734974523913712,78.0,Moderate
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Akola,15.578364230579806,67.0,High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Wardha,15.93909113222713,70.0,High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Nagpur,18.687113593311008,177.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Kolhapur,17.133566360241808,54.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Sangli,15.438451271929043,32.0,High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Solapur,16.464257131913666,37.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Osmanabad,12.274168152976904,0.0,High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Bid,16.327195488559887,0.0,Very High
11403,NAGPUR - KOLHAPUR EXP,NAGPUR,C SHAHU M RAJ KOLHAPUR TERM,1038.0,Amravati,17.907707348841942,80.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Latur,14.271939876754926,44.0,High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Parbhani,16.906483978740717,52.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Hingoli,11.971959816564476,32.0,Moderate
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Washim,10.734974523913712,78.0,Moderate
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Akola,15.578364230579806,67.0,High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Wardha,15.93909113222713,70.0,High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Nagpur,18.687113593311008,177.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Kolhapur,17.133566360241808,54.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Sangli,15.438451271929043,32.0,High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Solapur,16.464257131913666,37.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Osmanabad,12.274168152976904,0.0,High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Bid,16.327195488559887,0.0,Very High
11404,KOLHAPUR - NAGPUR EXP,C SHAHU M RAJ KOLHAPUR TERM,NAGPUR,1038.0,Amravati,17.907707348841942,80.0,Very High
11423,Solapur - Hubli Express,SOLAPUR JN,HUBLI JN,358.0,Dharwad,15.72960889374524,56.0,High
11423,Solapur - Hubli Express,SOLAPUR JN,HUBLI JN,358.0,Gadag,15.077883110523665,40.0,High
11423,Solapur - Hubli Express,SOLAPUR JN,HUBLI JN,358.0,Bagalkot,,,
11423,Solapur - Hubli Express,SOLAPUR JN,HUBLI JN,358.0,Bijapur,15.438205824489648,36.0,High
11423,Solapur - Hubli Express,SOLAPUR JN,HUBLI JN,358.0,Solapur,16.464257131913666,37.0,Very High
11424,Hubli Jn - Solapur Express,HUBLI JN,SOLAPUR JN,357.0,Dharwad,15.72960889374524,56.0,High
11424,Hubli Jn - Solapur Express,HUBLI JN,SOLAPUR JN,357.0,Gadag,15.077883110523665,40.0,High
11424,Hubli Jn - Solapur Express,HUBLI JN,SOLAPUR JN,357.0,Bagalkot,,,
11424,Hubli Jn - Solapur Express,HUBLI JN,SOLAPUR JN,357.0,Bijapur,15.438205824489648,36.0,High
11424,Hubli Jn - Solapur Express,HUBLI JN,SOLAPUR JN,357.0,Solapur,16.464257131913666,37.0,Very High
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Haora,,,
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Ranchi,14.197119998803474,20.0,High
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Lohardaga,9.906912664619114,5.0,Moderate
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Latehar,8.923637897176071,2.0,Moderate
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Hazaribag,,,
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Garhwa,11.04842383413576,7.0,Moderate
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Palamu,13.05444301227634,9.0,High
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Hugli,,,
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Barddhaman,,,
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Bokaro,10.052560471915164,6.0,Moderate
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JABALPUR,HOWRAH JN,1152.0,Dhanbad,8.927454083908186,3.0,Moderate
