train_number_clean,train_name,from_station_code,from_station_name,to_station_code,to_station_name,distance_km,duration_hours,duration_minutes
12614,Tippu Express,SBC,BANGALORE CITY JN,MYS,MYSORE JN,139.0,2.0,30.0
12616,GrandTrunk Express,NDLS,NEW DELHI,MAS,CHENNAI CENTRAL,2184.0,35.0,35.0
12620,MANGALORE CENT - MUMBAI LTT Matsyagandha Exp,MAQ,MANGALORE CNTL,LTT,LOKMANYA TILAK TERM,1186.0,15.0,55.0
12622,Tamil Nadu Express,NDLS,NEW DELHI,MAS,CHENNAI CENTRAL,2184.0,32.0,45.0
12623,Chennai Tiruvananthapuram SF Mail,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,909.0,15.0,40.0
12625,Kerala Express,TVC,TRIVANDRUM CENTRAL,NDLS,NEW DELHI,3036.0,50.0,25.0
12626,Kerala Express,NDLS,NEW DELHI,TVC,TRIVANDRUM CENTRAL,3036.0,51.0,5.0
12628,Karnataka Express,NDLS,NEW DELHI,SBC,BANGALORE CITY JN,2406.0,40.0,25.0
12629,Karnataka Sampark Kranti Express,YPR,YESVANTPUR JN,NZM,DELHI H NIZAMUDDIN,2610.0,44.0,25.0
12630,Karnataka Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,YPR,YESVANTPUR JN,2610.0,45.0,45.0
12635,CHENNAI EGMORE - MADURAI Vaigai SF Exp,MS,CHENNAI EGMORE,MDU,MADURAI JN,497.0,8.0,5.0
12637,CHENNAI EGMORE - MADURAI Pandiyan SF Exp,MS,CHENNAI EGMORE,MDU,MADURAI JN,497.0,9.0,0.0
12638,MADURAI - CHENNAI EGMORE Pandiyan SF Exp,MDU,MADURAI JN,MS,CHENNAI EGMORE,497.0,9.0,0.0
12640,BANGALORE - CHENNAI CENT Brindavan Exp,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,362.0,5.0,55.0
12643,Swarna Jayanthi Express,TVC,TRIVANDRUM CENTRAL,NZM,DELHI H NIZAMUDDIN,3014.0,50.0,45.0
12644,Swarna Jayanti Express,NZM,DELHI H NIZAMUDDIN,TVC,TRIVANDRUM CENTRAL,3014.0,53.0,10.0
12649,Karnataka Sampark Kranti Express,YPR,YESVANTPUR JN,NZM,DELHI H NIZAMUDDIN,2277.0,35.0,5.0
12650,Karnataka Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,YPR,YESVANTPUR JN,2276.0,36.0,15.0
12651,MADURAI - DELHI H NIZAMUDDIN Tamil Nadu S Kranti,MDU,MADURAI JN,NZM,DELHI H NIZAMUDDIN,2677.0,42.0,5.0
12654,Mangalore Tiruchirappalli Weekly Superfast Express,MAQ,MANGALORE CNTL,TPJ,TIRUCHIRAPPALLI,635.0,11.0,30.0
12657,CHENNAI - BANGALORE Mail,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,362.0,5.0,55.0
12658,BANGALORE - CHENNAI Mail,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,362.0,5.0,55.0
12662,SENGOTTAI - CHENNAI EGMORE Pothigai SF Exp,SCT,SENGOTTAI,MS,CHENNAI EGMORE,670.0,12.0,5.0
12664,Tiruchirappalli-Howrah Express,TPJ,TIRUCHIRAPPALLI,HWH,HOWRAH JN,2025.0,35.0,20.0
12617,ERNAKULAM - NEW DELHI H NIZAMUDDIN Mangala Lakshadweep Exp,ERS,ERNAKULAM JN,NZM,DELHI H NIZAMUDDIN,3067.0,48.0,0.0
12618,NEW DELHI H NIZAMUDDIN - ERNAKULAM Mangala Lakshadweep Exp,NZM,DELHI H NIZAMUDDIN,ERS,ERNAKULAM JN,3067.0,48.0,40.0
12621,Tamil Nadu Express,MAS,CHENNAI CENTRAL,NDLS,NEW DELHI,2184.0,33.0,0.0
12627,Karnataka Express,SBC,BANGALORE CITY JN,NDLS,NEW DELHI,2406.0,39.0,15.0
12631,CHENNAI EGMORE - TIRUNELVELI Nellai SF Exp,MS,CHENNAI EGMORE,TEN,TIRUNELVELI,653.0,11.0,40.0
12632,TIRUNELVELI - CHENNAI EGMORE Nellai SF Exp,TEN,TIRUNELVELI,MS,CHENNAI EGMORE,653.0,11.0,50.0
12634,KANNIYAKUMARI - CHENNAI EGMORE SF Exp,CAPE,KANYAKUMARI,MS,CHENNAI EGMORE,742.0,13.0,30.0
12639,CHENNAI CENT - BANGALORE Brindavan Exp,MAS,CHENNAI CENTRAL,SBC,BANGALORE CITY JN,362.0,6.0,5.0
12642,D H NIZAMUDDIN - KANYAKUMARI Thirukkural Exp,NZM,DELHI H NIZAMUDDIN,CAPE,KANYAKUMARI,2919.0,50.0,45.0
12645,Millennium Expres,ERS,ERNAKULAM JN,NZM,DELHI H NIZAMUDDIN,2809.0,46.0,10.0
12646,Millennium Express,NZM,DELHI H NIZAMUDDIN,ERS,ERNAKULAM JN,2809.0,48.0,0.0
12647,Kongu Express,CBE,COIMBATORE JN,NZM,DELHI H NIZAMUDDIN,2671.0,47.0,0.0
12648,Kongu Express,NZM,DELHI H NIZAMUDDIN,CBE,COIMBATORE JN,2671.0,48.0,50.0
12655,Navjeevan Express,ADI,AHMEDABAD JN,MAS,CHENNAI CENTRAL,1893.0,33.0,35.0
12656,Navajivan Express,MAS,CHENNAI CENTRAL,ADI,AHMEDABAD JN,1893.0,33.0,35.0
12659,Gurudev Express,NCJ,NAGERCOIL JN,SHM,KOLKATA SHALIMAR,2583.0,47.0,15.0
12660,Shalimar-Nagercoil Gurudev Express,SHM,KOLKATA SHALIMAR,NCJ,NAGERCOIL JN,2583.0,47.0,0.0
12667,CHENNAI EGMORE - NAGERCOIL SF Exp,MS,CHENNAI EGMORE,NCJ,NAGERCOIL JN,727.0,13.0,20.0
12668,NAGERCOIL - CHENNAI EGMORE SF Exp,NCJ,NAGERCOIL JN,MS,CHENNAI EGMORE,727.0,12.0,55.0
12673,Cheran Express,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,497.0,8.0,0.0
12674,Cheran Express,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,497.0,8.0,15.0
12675,Kovai Express,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,497.0,7.0,40.0
12676,Kovai Express,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,497.0,7.0,20.0
12677,Bangalore City - Ernakulam Intercity SF Express,SBC,BANGALORE CITY JN,ERS,ERNAKULAM JN,587.0,10.0,40.0
12678,Ernakulam-BangaloreCity Intercity Express,ERS,ERNAKULAM JN,SBC,BANGALORE CITY JN,587.0,10.0,40.0
12679,ChennaiCentral-Coimbatore InterCity,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,497.0,7.0,45.0
12680,Coimbatore-Chennai Central InterCity SF Express,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,497.0,7.0,35.0
12681,Chennai-Coimbatore Express,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,497.0,8.0,20.0
12682,Coimbatore-Chennai Express,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,497.0,8.0,0.0
12683,ERNAKULAM - BANGALORE SF Exp,ERS,ERNAKULAM JN,SBC,BANGALORE CITY JN,625.0,11.0,20.0
12695,Chennai-Trivandrum SuperFast Express,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,922.0,16.0,15.0
12696,Trivandrum-Chennai Superfast Express,TVC,TRIVANDRUM CENTRAL,MAS,CHENNAI CENTRAL,922.0,16.0,40.0
12697,Chennai-Thiruvananthapuram Express,MAS,CHENNAI CENTRAL,TVC,TRIVANDRUM CENTRAL,909.0,15.0,20.0
12698,Thiruvananthapuram Central Chennai Central weekly express,TVC,TRIVANDRUM CENTRAL,MAS,CHENNAI CENTRAL,909.0,16.0,15.0
12701,Hussain Sagar Express,CSTM,MUMBAI CST,HYB,HYDERABAD DECCAN,790.0,14.0,20.0
12702,Hussain Sagar Express,HYB,HYDERABAD DECCAN,CSTM,MUMBAI CST,790.0,14.0,20.0
12703,Howrah - Secunderabad Falaknuma SF Express,HWH,HOWRAH JN,SC,SECUNDERABAD JN,1545.0,26.0,10.0
12704,Falaknuma Express,SC,SECUNDERABAD JN,HWH,HOWRAH JN,1545.0,25.0,45.0
12707,Andhra Pradesh Sampark Kranti Express,TPTY,TIRUPATI MAIN,NZM,DELHI H NIZAMUDDIN,2302.0,36.0,15.0
12708,Andhra Pradesh Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,TPTY,TIRUPATI MAIN,2302.0,38.0,10.0
12710,Simhapuri SF Express,SC,SECUNDERABAD JN,GDR,GUDUR JN,644.0,10.0,20.0
12711,Pinakini Express,BZA,VIJAYAWADA JN,MAS,CHENNAI CENTRAL,431.0,7.0,0.0
12712,Pinakini Express,MAS,CHENNAI CENTRAL,BZA,VIJAYAWADA JN,431.0,7.0,5.0
12714,Satavahana Express,SC,SECUNDERABAD JN,BZA,VIJAYAWADA JN,351.0,5.0,35.0
12715,Sachkhand SF Express,NED,HUZUR SAHIB NANDED,ASR,AMRITSAR JN,2081.0,34.0,45.0
12666,KANYAKUMARI - KOL HOWRAH Weekly Exp,CAPE,KANYAKUMARI,HWH,HOWRAH JN,2431.0,43.0,30.0
12669,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,MAS,CHENNAI CENTRAL,CPR,CHHAPRA,2343.0,42.0,5.0
12670,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,CPR,CHHAPRA,MAS,CHENNAI CENTRAL,2343.0,41.0,25.0
12671,Nilgiri (Blue Mountain) Express,MAS,CHENNAI CENTRAL,MTP,Mettupalayam,532.0,9.0,15.0
12672,Nilgiri (Blue Mountain) Express,MTP,Mettupalayam,MAS,CHENNAI CENTRAL,532.0,9.0,20.0
12685,Chennai - Mangalore Express,MAS,CHENNAI CENTRAL,MAQ,MANGALORE CNTL,889.0,16.0,5.0
12686,Mangalore - Chennai Express,MAQ,MANGALORE CNTL,MAS,CHENNAI CENTRAL,889.0,15.0,50.0
12687,Chennai Dehradun Express,MAS,CHENNAI CENTRAL,DDN,DEHRADUN,2488.0,43.0,15.0
12688,Dehradun Chennai Express,DDN,DEHRADUN,MAS,CHENNAI CENTRAL,2488.0,42.0,55.0
12690,NAGERCOIL - CHENNAI SF Exp,NCJ,NAGERCOIL JN,MAS,CHENNAI CENTRAL,927.0,16.0,45.0
12691,CHENNAI - SSP NILAYAM SF Exp,MAS,CHENNAI CENTRAL,SSPN,SATYA SAI P NILAYAM,529.0,9.0,50.0
12692,SSP NILAYAM - CHENNAI SF Exp,SSPN,SATYA SAI P NILAYAM,MAS,CHENNAI CENTRAL,529.0,10.0,30.0
12693,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,MS,CHENNAI EGMORE,TN,TUTICORIN,656.0,11.0,55.0
12694,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,TN,TUTICORIN,MS,CHENNAI EGMORE,656.0,11.0,55.0
12705,Guntur-Secunderabad SF Intercity,GNT,GUNTUR JN,SC,SECUNDERABAD JN,383.0,6.0,50.0
12706,Secunderabad-Guntur SF Intercity,SC,SECUNDERABAD JN,GNT,GUNTUR JN,383.0,6.0,45.0
12716,Sachkhand SF Express,ASR,AMRITSAR JN,NED,HUZUR SAHIB NANDED,2081.0,34.0,10.0
12719,AJMER - HYDERABAD DECCAN SF Exp,AII,AJMER JN,HYB,HYDERABAD DECCAN,1711.0,30.0,50.0
12720,HYDERABAD DECCAN - AJMER SF Exp,HYB,HYDERABAD DECCAN,AII,AJMER JN,1711.0,30.0,35.0
12725,Siddhaganga Intercity Express,SBC,BANGALORE CITY JN,DWR,DHARWAR,490.0,8.0,50.0
12726,Siddhaganga InterCity Express,DWR,DHARWAR,SBC,BANGALORE CITY JN,490.0,8.0,50.0
12731,Tirupati-Secunderabad Express,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,801.0,14.0,15.0
12732,Secunderabad-Tirupati Express,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,801.0,14.0,30.0
12733,Narayanadri Express,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,661.0,12.0,0.0
12734,Narayanadri Express,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,661.0,12.0,0.0
12737,Gowthami SF Express,COA,Kakinada Port,SC,SECUNDERABAD JN,566.0,10.0,15.0
12738,Secunderabad - Kakinada Gowthami SF Express,SC,SECUNDERABAD JN,COA,Kakinada Port,566.0,10.0,15.0
12740,Secunderabad-Visakhapatnam Garib Rath,SC,SECUNDERABAD JN,VSKP,VISHAKAPATNAM,701.0,11.0,15.0
12741,VASCO DA GAMA - PATNA SF Exp,VSG,VASCO DA GAMA,PNBE,PATNA JN,2419.0,41.0,0.0
12742,PATNA - VASCO DA GAMA SF Exp,PNBE,PATNA JN,VSG,VASCO DA GAMA,2419.0,42.0,55.0
12747,Palnadu Express,GNT,GUNTUR JN,VKB,VIKARABAD JN,353.0,6.0,25.0
12748,Palnadu Express,VKB,VIKARABAD JN,GNT,GUNTUR JN,353.0,6.0,15.0
12750,Mumbai LTT-Visakhapatnam SF Express,LTT,LOKMANYA TILAK TERM,VSKP,VISHAKAPATNAM,1502.0,26.0,20.0
12751,Manuguru-Secunderabad Tri Weekly SF Express,MUGR,Manuguru,SC,SECUNDERABAD JN,331.0,6.0,0.0
12752,Secunderabad-Manuguru SF Express,SC,SECUNDERABAD JN,MUGR,Manuguru,331.0,6.0,0.0
12753,Chennai-NewJalpaiguri SF Express,MAS,CHENNAI CENTRAL,NJP,NEW JALPAIGURI,2257.0,40.0,45.0
12754,New Jalpaiguri-Chennai SF Express,NJP,NEW JALPAIGURI,MAS,CHENNAI CENTRAL,2257.0,40.0,55.0
12763,Padmavati Express,TPTY,TIRUPATI MAIN,SC,SECUNDERABAD JN,737.0,12.0,50.0
12764,Padmavati Express,SC,SECUNDERABAD JN,TPTY,TIRUPATI MAIN,737.0,12.0,30.0
12777,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,UBL,HUBLI JN,KCVL,KOCHUVELI,1307.0,23.0,40.0
12717,Ratnachal SF Express,VSKP,VISHAKAPATNAM,BZA,VIJAYAWADA JN,351.0,6.0,5.0
12718,Ratnachal SF Express,BZA,VIJAYAWADA JN,VSKP,VISHAKAPATNAM,351.0,6.0,0.0
12721,Dakshin SF Express,HYB,HYDERABAD DECCAN,NZM,DELHI H NIZAMUDDIN,1670.0,29.0,35.0
12722,Dakshin SF Express,NZM,DELHI H NIZAMUDDIN,HYB,HYDERABAD DECCAN,1670.0,30.0,10.0
12723,Andhra Pradesh Express,HYB,HYDERABAD DECCAN,NDLS,NEW DELHI,1677.0,26.0,40.0
12724,Andhra Pradesh Express,NDLS,NEW DELHI,HYB,HYDERABAD DECCAN,1677.0,26.0,20.0
12727,Godavari SF Express,VSKP,VISHAKAPATNAM,HYB,HYDERABAD DECCAN,711.0,12.0,50.0
12728,Godavari SF Express,HYB,HYDERABAD DECCAN,VSKP,VISHAKAPATNAM,711.0,12.0,35.0
12729,Pune-Nanded Express,PUNE,PUNE JN,NED,HUZUR SAHIB NANDED,662.0,12.0,0.0
12730,Nanded-Pune SuperFast Express,NED,HUZUR SAHIB NANDED,PUNE,PUNE JN,662.0,12.0,0.0
12755,Sangrami SF Expres,MAS,CHENNAI CENTRAL,HLZ,Haldia,1647.0,27.0,35.0
12756,Sangrami Expres,HLZ,Haldia,MAS,CHENNAI CENTRAL,1647.0,29.0,30.0
12759,Charminar Express,MAS,CHENNAI CENTRAL,HYB,HYDERABAD DECCAN,790.0,13.0,50.0
12760,Charminar Express,HYB,HYDERABAD DECCAN,MAS,CHENNAI CENTRAL,790.0,13.0,45.0
12785,Kacheguda-Bangalore SF Express,KCG,KACHEGUDA,SBC,BANGALORE CITY JN,625.0,11.0,20.0
12789,Rameswaram Kanyakumari SF Express,RMM,RAMESWARAM,CAPE,KANYAKUMARI,407.0,7.0,20.0
12790,Kanyakumari Rameswaram SF Express,CAPE,KANYAKUMARI,RMM,RAMESWARAM,407.0,7.0,20.0
12791,SECUNDERABAD - DANAPUR SF EXP,SC,SECUNDERABAD JN,DNR,DANAPUR,1840.0,33.0,10.0
12792,DANAPUR - SECUNDERABAD SF EXP,DNR,DANAPUR,SC,SECUNDERABAD JN,1840.0,33.0,25.0
12793,Chennai Egmore Madurai BI-Weekly Superfast Express,MS,CHENNAI EGMORE,MDU,MADURAI JN,561.0,10.0,5.0
12794,Madurai Chennai Egmore BI-Weekly Superfast Express,MDU,MADURAI JN,MS,CHENNAI EGMORE,561.0,10.0,10.0
12802,Purushottam SF Express,NDLS,NEW DELHI,PURI,PURI,1863.0,31.0,0.0
12805,Janmabhoomi Express,VSKP,VISHAKAPATNAM,SC,SECUNDERABAD JN,689.0,12.0,25.0
12806,Janmabhoomi Express,SC,SECUNDERABAD JN,VSKP,VISHAKAPATNAM,689.0,12.0,30.0
12811,MUMBAI - HATIA LTT SF Exp,LTT,LOKMANYA TILAK TERM,HTE,HATIA,1706.0,27.0,30.0
12812,HATIA - MUMBAI LTT SF Exp,HTE,HATIA,LTT,LOKMANYA TILAK TERM,1706.0,27.0,55.0
12813,Steel Express,HWH,HOWRAH JN,TATA,TATANAGAR JN,250.0,3.0,55.0
12814,Steel Express,TATA,TATANAGAR JN,HWH,HOWRAH JN,250.0,4.0,5.0
12816,New Delhi-Puri Superfast Express,NDLS,NEW DELHI,PURI,PURI,1794.0,29.0,55.0
12817,Jharkhand Swarna Jayanti SF Express,HTE,HATIA,ANVT,ANAND VIHAR TRM,1300.0,23.0,10.0
12818,Jharkhand Swarna Jayanti Express,ANVT,ANAND VIHAR TRM,HTE,HATIA,1303.0,20.0,50.0
12819,Orissa Sampark Kranti Express,BBS,BHUBANESWAR,NDLS,NEW DELHI,1799.0,29.0,10.0
12820,Orissa Sampark Kranti Express,NDLS,NEW DELHI,BBS,BHUBANESWAR,1799.0,29.0,0.0
12821,Dhauli Express,HWH,HOWRAH JN,PURI,PURI,502.0,8.0,30.0
12822,Dhauli Express,PURI,PURI,HWH,HOWRAH JN,502.0,8.0,25.0
12827,Howrah Purulia Express,HWH,HOWRAH JN,PRR,PURULIA JN,323.0,5.0,30.0
12828,Howrah Express,PRR,PURULIA JN,HWH,HOWRAH JN,323.0,5.0,50.0
12829,Chennai Bhubaneswar SF Express,MAS,CHENNAI CENTRAL,BBS,BHUBANESWAR,1223.0,20.0,25.0
12830,Bhubaneswar Chennai Superfast Express,BBS,BHUBANESWAR,MAS,CHENNAI CENTRAL,1223.0,20.0,55.0
12831,DHANBAD - BHUBANESWAR Garib Rath Exp,DHN,DHANBAD JN,BBS,BHUBANESWAR,780.0,16.0,15.0
12832,BHUBANESWAR - DHANBAD Garib Rath Exp,BBS,BHUBANESWAR,DHN,DHANBAD JN,780.0,14.0,35.0
12833,AHMEDABAD - HOWRAH SF EXP,ADI,AHMEDABAD JN,HWH,HOWRAH JN,2087.0,37.0,35.0
12834,HOWRAH - AHMEDABAD SF EXP,HWH,HOWRAH JN,ADI,AHMEDABAD JN,2087.0,37.0,30.0
12779,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,VSG,VASCO DA GAMA,NZM,DELHI H NIZAMUDDIN,2202.0,39.0,5.0
12781,Mysore-Nizamuddin Swarna Jayanti Express,MYS,MYSORE JN,NZM,DELHI H NIZAMUDDIN,2618.0,44.0,55.0
12787,Bilaspur Tirunelveli SF Express,BSP,BILASPUR JN,TEN,TIRUNELVELI,2493.0,44.0,55.0
12788,Tirunelveli Bilaspur SF Express,TEN,TIRUNELVELI,BSP,BILASPUR JN,2494.0,44.0,35.0
12801,Purushottam SF Express,PURI,PURI,NDLS,NEW DELHI,1863.0,31.0,0.0
12804,Swarna Jayanti Express,NZM,DELHI H NIZAMUDDIN,VSKP,VISHAKAPATNAM,2096.0,35.0,25.0
12807,Samata Express,VSKP,VISHAKAPATNAM,NZM,DELHI H NIZAMUDDIN,1911.0,34.0,20.0
12808,Samata Express,NZM,DELHI H NIZAMUDDIN,VSKP,VISHAKAPATNAM,1911.0,33.0,50.0
12815,Puri New Delhi Superfast Express,PURI,PURI,NDLS,NEW DELHI,1804.0,30.0,5.0
12823,Chhattisgarh Sampark Kranti Express,DURG,DURG,NZM,DELHI H NIZAMUDDIN,1281.0,21.0,5.0
12824,Chhattisgarh Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,DURG,DURG,1284.0,21.0,45.0
12825,Jharkhand Sampark Kranti Express,RNC,RANCHI,NDLS,NEW DELHI,1306.0,21.0,10.0
12837,Howrah-Puri Express,HWH,HOWRAH JN,PURI,PURI,502.0,8.0,55.0
12838,Puri Howrah Express,PURI,PURI,HWH,HOWRAH JN,502.0,8.0,45.0
12839,Howrah Chennai Superfast Mail,HWH,HOWRAH JN,MAS,CHENNAI CENTRAL,1662.0,28.0,5.0
12841,Coromandel Express,HWH,HOWRAH JN,MAS,CHENNAI CENTRAL,1662.0,26.0,25.0
12842,Coromandel Express,MAS,CHENNAI CENTRAL,HWH,HOWRAH JN,1662.0,27.0,5.0
12845,BHUBANESWAR - BENGALURU CANTT SF Exp,BBS,BHUBANESWAR,BNC,BANGALORE CANT,1524.0,27.0,40.0
12887,Howrah-Puri Express,HWH,HOWRAH JN,PURI,PURI,502.0,9.0,0.0
12886,Aranyak Express,BJE,Bhojudih Junction,SHM,KOLKATA SHALIMAR,311.0,5.0,35.0
12885,Aranyak Express,SHM,KOLKATA SHALIMAR,BJE,Bhojudih Junction,311.0,5.0,20.0
12883,Rupashi Bangla Express,HWH,HOWRAH JN,PRR,PURULIA JN,333.0,5.0,50.0
12882,Puri Howrah Garib Rath,PURI,PURI,HWH,HOWRAH JN,502.0,8.0,50.0
12881,Howrah Puri Garib Rath,HWH,HOWRAH JN,PURI,PURI,502.0,9.0,0.0
12872,TITLAGARH - HOWRAH Ispat Exp,TIG,TITLAGARH,HWH,HOWRAH JN,745.0,13.0,25.0
12873,Jharkhand Swarna Jayanti Express,HTE,HATIA,ANVT,ANAND VIHAR TRM,1334.0,24.0,10.0
12874,Jharkhand Swarna Jayanti Express,ANVT,ANAND VIHAR TRM,HTE,HATIA,1334.0,24.0,5.0
12875,PURI - NEW DELHI Neelanchal SF Exp,PURI,PURI,NDLS,NEW DELHI,1910.0,34.0,45.0
12876,NEW DELHI - PURI Neelanchal SF Exp,NDLS,NEW DELHI,PURI,PURI,1910.0,34.0,40.0
12877,Ranchi-New Delhi Garib Rath,RNC,RANCHI,NDLS,NEW DELHI,1341.0,17.0,40.0
12780,DELHI H NIZAMUDDIN - VASCO DA GAMA Goa Exp,NZM,DELHI H NIZAMUDDIN,VSG,VASCO DA GAMA,2202.0,39.0,25.0
12843,Puri Ahmedabad Superfast Express,PURI,PURI,ADI,AHMEDABAD JN,2130.0,37.0,55.0
12844,Ahmedabad Puri Superfast Express,ADI,AHMEDABAD JN,PURI,PURI,2130.0,38.0,50.0
12879,MUMBAI LTT - BHUBANESWAR SF Exp,LTT,LOKMANYA TILAK TERM,BBS,BHUBANESWAR,1788.0,31.0,20.0
12884,Rupashi Bangla Express,PRR,PURULIA JN,HWH,HOWRAH JN,333.0,5.0,40.0
12880,BHUBANESWAR - MUMBAI LTT SF Exp,BBS,BHUBANESWAR,LTT,LOKMANYA TILAK TERM,1789.0,30.0,25.0
12891,Baripada- Bhubaneswar Express,BPO,Baripada,BBS,BHUBANESWAR,275.0,4.0,53.0
12888,Howrah Express,PURI,PURI,HWH,HOWRAH JN,502.0,8.0,50.0
12893,BHUBANESWAR - BALANGIR SF Exp,BBS,BHUBANESWAR,BLGR,BALANGIR,397.0,6.0,55.0
12892,Bhubaneswar Baripada SF Express,BBS,BHUBANESWAR,BPO,Baripada,275.0,4.0,55.0
12895,Kolkata-Puri Express,HWH,HOWRAH JN,PURI,PURI,502.0,9.0,0.0
12894,BALANGIR - BHUBANESWAR SF Exp,BLGR,BALANGIR,BBS,BHUBANESWAR,397.0,7.0,10.0
12897,Puducherry-Bhubaneswar Express,PDY,Puducherry,BBS,BHUBANESWAR,1424.0,24.0,15.0
12896,Puri-Howrah Express,PURI,PURI,HWH,HOWRAH JN,502.0,8.0,50.0
12903,Golden Temple Mail,BCT,Mumbai Central,ASR,AMRITSAR JN,1891.0,32.0,15.0
12898,Bhubaneswar-Puducherry Superfast Express,BBS,BHUBANESWAR,PDY,Puducherry,1424.0,25.0,35.0
12908,Maharashtra Sampark Kranti Express,NZM,DELHI H NIZAMUDDIN,BDTS,MUMBAI BANDRA TERMINUS,1366.0,20.0,15.0
12911,Valsad-Haridwar Exp,BL,VALSAD,HW,HARIDWAR JN,1433.0,24.0,35.0
12910,H.Nizamuddin-Bandra Terminus Garib Rath Express,NZM,DELHI H NIZAMUDDIN,BDTS,MUMBAI BANDRA TERMINUS,1366.0,16.0,30.0
12913,Indore-Nagpur Weekly Express,INDB,INDORE JN BG,NGP,NAGPUR,652.0,11.0,50.0
12912,Haridwar Valsad Superfast Express,HW,HARIDWAR JN,BL,VALSAD,1433.0,23.0,35.0
12919,Malwa Express,INDB,INDORE JN BG,JAT,JAMMU TAWI,1540.0,27.0,30.0
12914,Nagpur-Indore Weekly Express,NGP,NAGPUR,INDB,INDORE JN BG,652.0,11.0,35.0
12921,Flying Rani Express,BCT,Mumbai Central,ST,SURAT,263.0,4.0,40.0
12920,Malwa Express,JAT,JAMMU TAWI,INDB,INDORE JN BG,1540.0,27.0,50.0
12923,Indore Nagpur Express,INDB,INDORE JN BG,NGP,NAGPUR,607.0,11.0,0.0
12922,Flying Rani Express,ST,SURAT,BCT,Mumbai Central,263.0,4.0,45.0
12925,Paschim Express,BDTS,MUMBAI BANDRA TERMINUS,ASR,AMRITSAR JN,1821.0,31.0,40.0
12924,Indore Express,NGP,NAGPUR,INDB,INDORE JN BG,607.0,10.0,25.0
12926,Paschim Express,ASR,AMRITSAR JN,BDTS,MUMBAI BANDRA TERMINUS,1821.0,31.0,5.0
12927,Mumbai Central -Vadodara Express,BCT,Mumbai Central,BRC,VADODARA JN,392.0,6.0,25.0
12928,Vadodara - Mumbai Central Express,BRC,VADODARA JN,BCT,Mumbai Central,392.0,6.0,15.0
12929,Valsad Dahod InterCity Express,BL,VALSAD,DHD,DAHOD,344.0,6.0,0.0
12930,Dahod Valsad InterCity Express,DHD,DAHOD,BL,VALSAD,344.0,6.0,10.0
12935,Bandra Surat InterCity Express,BDTS,MUMBAI BANDRA TERMINUS,ST,SURAT,252.0,4.0,20.0
12936,Surat Bandra InterCity Express,ST,SURAT,BDTS,MUMBAI BANDRA TERMINUS,252.0,4.0,20.0
12937,GANDHIDHAM - HOWRAH Garbha Exp,GIMB,GANDHIDHAM BG,HWH,HOWRAH JN,2509.0,44.0,5.0
12938,HOWRAH - GANDHIDHAM Garbha Exp,HWH,HOWRAH JN,GIMB,GANDHIDHAM BG,2509.0,42.0,15.0
12939,Pune-Jaipur SF Express,PUNE,PUNE JN,JP,JAIPUR,1302.0,22.0,20.0
12940,Jaipur-Pune SF Express,JP,JAIPUR,PUNE,PUNE JN,1302.0,22.0,50.0
12901,Gujarat Mail,BCT,Mumbai Central,ADI,AHMEDABAD JN,491.0,8.0,40.0
12902,Gujarat Mail,ADI,AHMEDABAD JN,BCT,Mumbai Central,491.0,8.0,45.0
12907,Maharashtra Sampark Kranti Express,BDTS,MUMBAI BANDRA TERMINUS,NZM,DELHI H NIZAMUDDIN,1366.0,20.0,55.0
12909,Bandra Terminus- Hazrat Nizamuddin Garib Rath,BDTS,MUMBAI BANDRA TERMINUS,NZM,DELHI H NIZAMUDDIN,1366.0,16.0,50.0
12915,Ashram SF Express,ADI,AHMEDABAD JN,DLI,OLD DELHI,933.0,15.0,40.0
